time,row,col,demand
320,0,2,0
357,3,7,48
352,7,3,0
613,4,3,11
376,3,6,159
84,0,2,139
724,5,6,309
54,3,2,0
476,0,0,21
678,3,6,148
442,2,3,0
478,5,2,13
354,7,1,0
229,6,2,0
163,5,6,402
152,0,2,32
351,0,2,27
460,6,5,48
448,4,4,53
459,5,5,0
342,6,0,0
142,1,2,28
30,2,5,0
283,7,5,9
351,7,1,0
139,2,5,499
730,1,3,295
282,5,7,29
108,5,7,4
108,0,4,17
363,1,4,92
201,7,7,0
411,6,3,7
63,7,0,0
251,4,1,0
514,4,0,0
673,4,7,54
412,5,2,7
466,5,2,0
164,0,0,11
212,4,2,0
361,1,6,886
622,7,7,75
731,7,0,0
214,7,4,12
38,7,1,0
1,1,6,8
251,3,3,22
637,6,2,0
143,7,6,4
381,3,6,341
569,7,7,0
118,3,6,54
44,7,5,6
97,0,5,63
169,6,4,4
164,2,4,172
184,3,5,31
267,5,3,23
301,5,7,25
668,6,2,0
668,5,2,12
536,2,0,0
486,0,0,0
467,1,7,0
609,2,1,0
154,1,7,121
137,6,7,21
115,0,1,4
487,4,7,8
85,6,3,26
329,1,7,87
333,6,1,0
199,7,3,0
314,3,7,71
231,5,4,0
462,4,7,13
443,7,6,0
256,5,3,5
372,3,6,28
291,1,7,0
146,1,4,0
174,6,2,7
701,4,2,0
345,6,7,0
656,7,1,0
151,1,2,0
46,6,5,14
571,0,1,52
624,6,6,78
603,6,3,11
224,6,6,0
364,2,6,103
153,6,4,142
302,5,4,9
575,6,0,0
368,7,5,0
672,4,6,469
552,4,2,10
702,6,7,22
589,4,5,78
432,6,0,0
45,0,5,261
299,3,3,83
652,2,6,102
327,0,5,109
160,6,6,55
604,0,0,18
202,1,2,25
305,5,5,34
276,1,3,5
550,7,2,0
609,4,6,0
531,5,6,31
556,4,5,68
62,6,7,51
77,6,1,0
20,2,0,3
369,6,6,0
363,2,3,35
303,1,4,55
544,6,5,0
482,5,3,0
576,2,4,230
306,5,2,6
340,2,1,0
337,6,5,21
481,2,1,45
711,5,5,22
621,2,4,36
253,3,0,0
135,2,1,4
488,7,6,0
661,2,2,286
257,0,0,5
332,2,2,10
588,5,7,61
119,2,5,56
209,7,2,0
85,3,6,474
112,0,7,6
597,3,5,396
625,0,0,0
568,5,5,32
367,6,2,0
224,1,3,5
381,1,0,7
578,7,0,0
44,5,0,0
325,0,4,42
221,3,4,5
577,5,4,17
188,7,0,0
110,0,3,56
145,4,7,41
255,6,1,0
358,2,6,1254
707,6,4,0
294,1,3,30
50,2,1,0
7,0,7,0
590,0,7,88
717,3,6,190
264,6,4,29
730,6,7,14
528,3,4,120
180,0,4,7
255,0,7,44
344,6,0,0
314,0,2,36
721,5,3,23
318,5,4,16
466,2,5,0
551,6,6,71
612,5,1,0
95,6,6,0
411,6,0,0
590,4,5,122
704,1,5,190
49,1,6,15
632,4,6,11
427,2,1,0
360,5,4,39
315,4,4,20
491,4,6,0
150,3,7,4
440,3,6,58
524,0,6,243
509,5,0,0
284,0,2,32
530,2,5,230
568,0,5,142
40,1,2,49
296,2,0,0
600,3,7,196
47,1,7,34
548,1,1,0
176,2,3,0
711,3,6,0
163,0,4,124
308,1,3,30
167,6,4,14
545,1,2,55
337,0,2,27
494,1,4,72
386,5,2,0
322,1,2,0
31,5,0,0
681,4,6,0
334,4,5,180
58,7,0,0
60,5,6,19
232,3,2,0
609,6,4,0
662,1,1,0
17,2,2,22
621,7,6,0
675,5,1,0
336,6,7,48
229,6,5,16
688,4,7,86
112,0,3,27
52,7,2,0
572,3,6,377
701,3,2,13
234,2,5,16
113,7,7,6
603,2,6,149
600,0,6,185
10,3,0,3
26,5,6,0
82,5,5,184
486,4,7,45
502,7,3,0
178,0,1,0
471,0,5,159
531,6,6,9
431,1,7,106
571,7,6,0
132,1,0,0
689,1,1,0
122,0,7,4
169,4,5,46
313,6,2,0
577,7,7,0
381,3,2,11
112,2,5,40
220,0,2,8
645,6,7,30
387,4,3,53
674,3,4,86
111,6,1,0
152,7,4,0
690,5,6,0
27,0,0,0
51,1,0,0
220,5,5,13
50,0,6,21
152,7,6,0
474,6,1,0
424,0,0,19
85,7,3,60
721,1,7,141
475,5,1,0
476,7,3,0
75,2,7,0
677,5,7,41
322,3,7,6
202,2,0,0
724,3,6,2618
378,4,2,0
292,1,4,9
655,1,1,0
206,3,7,68
172,1,3,43
31,3,7,0
343,0,1,0
344,6,1,0
726,1,1,36
121,3,4,52
434,2,7,106
176,3,7,4
7,4,5,3
667,0,1,0
602,3,0,0
393,2,6,0
133,5,0,0
218,0,0,0
701,2,6,3216
25,0,2,9
444,2,5,8
660,1,5,63
387,6,1,0
602,4,1,18
249,2,3,5
501,1,6,281
195,7,0,0
425,2,3,55
143,3,4,52
30,4,2,0
507,2,1,0
216,7,0,0
9,4,0,0
33,4,4,298
240,2,5,31
649,5,5,184
527,6,4,38
138,3,5,686
487,6,1,0
104,4,6,0
391,1,1,0
9,3,5,118
531,4,2,0
379,1,3,68
330,0,2,20
279,1,2,14
710,1,5,22
147,7,2,0
122,0,6,4
483,4,4,50
519,1,0,0
606,3,3,11
655,6,7,0
400,1,3,101
599,6,4,0
98,0,3,23
497,3,1,14
641,2,4,108
90,4,4,85
545,6,1,0
291,7,1,0
558,3,2,10
14,6,6,3
590,3,7,166
1,3,6,3
254,0,4,284
28,0,6,9
672,4,3,416
293,6,7,9
193,0,7,33
209,5,3,8
664,3,1,20
643,3,3,97
117,7,3,0
142,3,6,327
119,7,1,0
437,5,1,8
563,2,1,0
724,0,4,272
504,0,1,0
371,4,4,7
397,3,3,78
258,0,4,39
705,1,6,78
312,2,3,170
87,6,5,57
306,2,1,0
719,1,3,212
268,1,6,14
143,0,5,42
238,0,1,0
127,2,3,7
523,5,2,0
214,0,0,5
557,3,5,126
609,6,7,0
603,6,2,18
217,4,0,0
297,1,3,0
270,5,5,0
236,6,5,21
61,1,6,175
4,2,7,3
511,2,4,15
131,1,1,17
314,4,6,93
353,1,0,0
77,2,1,0
728,6,3,23
363,5,3,17
603,0,0,11
667,7,6,12
440,1,0,0
384,0,4,112
325,4,5,16
490,6,7,0
365,2,5,28
2,5,4,0
242,0,6,31
112,2,3,29
700,6,2,0
170,6,4,0
479,6,5,27
638,0,4,11
441,7,6,0
305,3,7,43
424,4,3,12
127,2,5,0
609,1,3,0
90,2,0,0
651,1,4,12
432,7,2,20
115,3,6,50
283,7,0,0
687,1,7,0
170,2,3,0
394,3,4,0
607,1,6,11
357,5,6,146
501,7,2,0
681,3,0,0
266,3,1,0
565,3,4,74
205,6,2,0
700,4,4,56
345,6,6,0
24,0,4,6
530,6,5,25
230,2,3,16
182,5,6,7
518,5,7,85
193,0,6,25
112,1,2,17
654,3,5,31
300,6,3,0
504,0,2,38
0,5,7,3
498,2,5,173
409,3,2,0
355,1,1,33
126,1,0,0
287,2,5,47
720,4,0,0
68,2,3,277
590,1,0,0
113,0,7,13
668,6,6,51
384,7,2,0
325,1,3,226
310,7,6,43
153,0,7,169
555,0,2,26
123,3,7,0
237,5,3,8
617,4,0,0
128,0,6,35
242,6,6,9
272,5,3,0
180,0,5,19
629,5,3,30
239,1,1,5
39,5,3,138
198,0,7,5
39,0,4,72
535,5,1,0
647,4,5,164
386,4,6,172
278,6,1,0
726,1,7,2500
39,2,6,276
182,1,7,15
418,1,5,7
110,7,0,0
10,6,1,0
304,2,1,0
704,5,6,91
403,5,5,41
319,6,6,6
658,2,7,20
253,3,2,17
516,4,4,9
142,0,6,442
61,6,3,6
422,2,1,0
315,3,0,0
158,5,0,0
32,0,7,49
327,3,1,6
473,1,6,151
37,6,7,106
72,4,0,0
120,5,0,0
318,1,1,0
1,0,5,3
207,6,7,12
272,6,1,0
480,7,2,14
661,5,6,0
641,5,7,37
510,1,0,0
691,3,3,0
101,7,7,0
370,6,0,0
168,4,5,38
0,3,3,8
151,7,3,0
72,1,0,0
179,0,6,0
337,4,0,0
528,7,2,0
709,0,0,0
211,1,4,40
278,1,4,5
112,0,6,10
180,0,1,0
313,2,3,93
387,3,4,18
685,2,4,214
196,5,2,0
292,5,6,0
427,4,6,176
6,6,4,0
387,4,4,11
268,3,5,65
467,7,5,0
367,6,1,0
87,4,3,26
256,0,6,72
661,2,4,368
520,0,6,243
594,0,7,210
705,5,1,0
263,1,0,0
20,1,4,38
53,2,3,9
693,6,6,33
654,0,7,20
390,2,5,11
269,5,1,0
187,7,3,0
125,1,7,0
7,3,1,0
123,0,7,0
332,7,1,0
403,0,5,119
390,7,5,7
234,3,0,0
251,7,3,0
307,6,2,6
366,1,1,0
602,2,5,139
53,5,2,0
114,4,3,27
343,3,0,0
518,0,4,53
428,4,5,106
729,7,5,73
516,0,2,15
309,4,6,239
572,0,4,100
35,2,0,0
671,5,6,122
228,4,7,13
17,5,2,5
621,4,7,28
423,2,5,113
615,2,5,64
314,4,0,0
31,3,1,6
140,7,2,0
422,0,6,82
708,0,5,35
108,3,4,0
137,1,6,275
267,4,7,29
424,5,4,39
462,3,4,8
570,1,0,10
626,3,1,19
333,2,2,20
466,1,6,8
649,7,4,90
495,2,2,72
398,4,2,0
452,0,4,91
331,2,7,67
307,4,0,0
666,2,6,682
267,5,4,9
291,3,7,0
2,2,3,0
647,2,6,213
310,7,2,0
625,5,7,19
574,7,2,0
616,1,6,28
689,2,0,0
502,0,5,262
579,4,5,149
90,6,0,0
488,0,0,0
7,1,5,0
224,2,4,8
515,0,4,0
524,5,0,0
582,1,0,0
601,0,7,196
607,7,3,0
469,5,1,0
666,7,4,12
414,5,4,0
522,5,5,67
52,4,6,0
83,5,5,57
80,1,4,19
215,1,7,28
627,3,1,0
564,5,4,0
4,0,5,3
728,0,2,331
410,6,6,0
359,5,4,64
234,2,4,26
544,3,7,55
97,1,5,40
516,1,6,15
242,6,2,0
207,0,3,93
583,3,2,0
110,6,4,4
643,3,2,19
205,2,6,65
129,1,0,0
154,4,0,0
373,2,6,249
161,3,3,41
31,4,7,3
625,6,1,0
216,6,6,5
591,5,2,0
145,2,2,14
385,1,1,0
513,6,5,23
6,1,6,0
441,1,1,0
320,6,7,6
61,7,6,0
697,3,0,0
662,0,4,102
283,7,4,5
634,0,1,0
250,3,4,5
96,1,1,0
121,2,1,0
326,3,2,16
142,0,5,213
2,1,5,33
508,6,7,9
405,3,5,417
167,1,6,414
631,6,1,0
317,6,6,0
524,4,4,91
113,2,1,10
247,0,5,0
493,4,1,8
391,4,5,11
453,1,5,45
657,2,3,20
412,6,2,0
700,3,6,2438
547,2,2,129
369,1,6,0
38,4,3,20
502,7,4,8
225,0,6,5
235,4,1,8
146,7,1,0
212,0,3,48
82,6,7,35
488,3,6,0
447,4,2,0
115,5,7,17
512,6,2,0
359,4,4,21
426,1,7,82
235,3,7,29
8,6,1,0
410,2,6,857
706,0,0,13
17,1,5,276
717,1,2,125
137,5,2,4
682,7,3,0
473,2,4,159
383,6,6,192
337,3,1,0
153,0,0,7
538,2,2,0
418,4,6,0
161,4,5,234
78,4,0,0
104,4,0,0
79,5,5,0
409,0,3,51
130,2,3,59
154,4,5,110
662,6,2,0
617,5,3,0
385,0,0,7
239,0,6,34
193,4,1,8
627,1,2,97
351,5,7,33
383,0,0,11
179,1,7,0
720,6,3,23
631,4,6,19
41,3,6,706
585,1,6,0
2,3,2,0
164,0,6,2213
249,1,3,5
387,4,0,0
123,7,6,0
422,3,6,19
680,3,5,12
702,5,2,0
312,1,1,0
95,0,6,35
708,2,5,56
317,6,1,6
517,1,3,275
657,1,5,0
383,3,5,727
487,2,5,14
253,0,5,14
20,5,2,3
383,5,0,0
553,7,4,0
311,0,0,6
673,1,0,0
594,2,6,291
678,5,6,12
58,0,4,301
95,7,7,16
364,2,3,68
97,1,3,73
143,1,6,42
445,1,4,33
249,1,7,0
692,4,2,0
217,1,1,5
558,0,4,0
86,7,7,19
483,7,6,0
189,6,5,15
225,4,0,0
391,2,1,0
302,3,1,0
104,3,7,87
184,3,1,0
197,1,6,8
499,0,2,28
390,4,4,66
540,0,1,40
723,3,3,191
195,0,6,36
98,6,4,10
415,5,3,19
34,0,0,23
123,1,2,7
88,2,0,0
373,7,2,0
117,3,6,50
538,1,6,0
324,7,3,0
691,7,0,0
395,4,6,7
396,4,6,30
570,3,4,277
632,1,0,0
681,0,4,0
363,7,7,7
52,5,6,3
351,5,3,395
375,6,2,7
599,1,0,10
353,7,5,6
668,4,6,345
271,3,5,5
126,5,5,0
662,7,2,0
618,1,2,57
179,3,7,0
463,0,1,0
336,7,1,0
316,4,5,46
646,6,5,49
154,6,6,11
534,1,4,0
330,4,5,57
539,5,7,0
342,2,2,6
558,5,1,0
108,2,5,27
111,5,1,0
100,4,1,4
485,7,2,0
390,4,2,7
250,4,2,5
488,2,4,22
116,0,5,145
170,7,6,0
181,1,2,4
239,5,4,21
152,4,2,0
84,6,3,4
72,0,4,26
37,2,2,97
136,4,7,135
600,6,5,46
190,0,6,19
410,1,0,12
429,3,2,39
353,4,4,37
89,5,4,28
178,7,6,0
179,5,4,0
504,7,6,47
612,6,1,0
113,6,7,13
699,0,2,69
544,2,7,89
613,5,5,28
395,5,1,0
685,3,1,21
253,2,1,0
408,6,6,19
639,3,4,67
44,4,4,57
73,4,4,26
147,7,5,11
352,5,1,0
580,4,7,186
566,3,2,16
16,4,6,79
147,7,7,0
207,6,3,0
566,5,6,52
280,1,4,23
377,1,3,114
531,7,3,0
543,4,1,15
285,5,7,56
348,3,3,44
335,6,3,0
71,0,5,42
275,4,1,5
587,3,6,0
241,0,0,5
596,7,7,10
110,1,6,29
152,1,1,0
318,2,5,6
717,3,5,324
138,2,6,1063
481,4,7,28
626,0,6,49
172,5,5,4
342,3,0,0
266,0,3,23
480,3,4,109
267,5,6,65
68,2,4,135
277,6,6,32
569,7,1,0
613,0,4,11
307,0,1,6
226,5,1,0
32,4,1,9
284,6,2,0
636,7,0,0
169,1,6,19
540,5,0,0
456,7,2,0
157,0,3,73
518,1,5,228
145,2,3,14
12,6,4,11
620,0,0,11
191,7,1,0
520,2,0,0
696,1,2,125
246,6,6,0
119,2,4,10
97,0,6,6
694,3,0,0
523,0,4,38
481,3,1,0
93,0,6,132
671,4,1,20
375,2,1,7
335,3,7,42
327,4,0,0
721,7,2,0
692,3,6,0
248,5,0,0
286,6,2,0
702,7,1,0
692,5,6,0
106,5,2,0
423,6,7,7
292,3,7,19
569,3,1,10
264,5,0,0
33,6,7,32
553,1,4,74
129,0,6,56
88,4,2,0
157,6,3,11
687,7,4,0
301,3,0,0
260,1,1,0
604,7,5,18
514,5,6,0
115,3,5,56
477,1,1,8
185,1,0,0
353,6,3,27
698,4,4,43
315,5,6,0
456,5,5,90
115,3,4,40
387,6,5,7
66,6,7,385
383,1,7,148
75,4,0,0
10,3,4,208
312,6,2,0
604,3,5,324
509,3,1,9
415,7,1,0
693,7,7,21
403,6,0,0
214,6,7,85
731,7,5,118
443,1,4,0
669,5,7,141
177,2,1,0
420,2,6,39
495,0,1,22
253,3,4,22
383,3,7,35
29,4,3,37
417,7,3,0
700,6,1,0
566,0,1,0
266,5,7,47
314,1,6,263
468,2,3,48
316,1,6,36
403,0,6,186
593,1,4,78
324,7,5,0
4,7,6,30
7,6,0,0
139,3,6,1024
376,7,3,0
549,5,0,0
351,6,4,6
392,0,7,11
398,1,0,0
305,6,4,19
587,4,2,0
202,4,6,16
333,0,0,57
396,2,0,0
320,2,2,0
586,2,1,0
281,0,1,14
538,6,1,0
711,1,3,0
18,5,6,360
626,4,4,86
477,4,6,263
340,0,5,48
424,5,6,7
498,2,3,59
197,2,0,0
190,4,2,0
37,4,2,0
699,5,7,35
498,2,6,173
554,2,4,84
89,5,7,114
209,1,7,33
113,1,0,0
421,2,4,70
409,3,1,12
605,4,6,57
426,7,0,0
398,7,0,0
389,5,1,0
150,4,1,0
439,0,1,0
584,1,3,10
331,6,1,26
23,1,0,0
654,6,2,0
245,0,5,9
201,5,0,0
117,5,2,4
688,6,7,0
266,1,6,18
235,7,2,0
180,7,1,0
518,2,3,123
204,2,5,56
204,1,5,56
462,3,3,27
294,7,3,0
323,6,5,16
234,2,0,8
463,0,7,8
330,2,3,77
166,0,4,322
373,6,0,0
177,4,2,0
492,5,1,22
687,1,1,0
330,3,6,123
292,4,3,79
351,2,4,129
669,1,7,306
261,2,4,50
649,1,6,63
296,3,5,34
77,2,5,0
118,7,0,0
710,6,3,0
243,0,1,14
686,1,1,0
311,1,1,9
252,7,1,0
402,2,4,66
607,4,7,18
342,1,2,17
673,2,6,428
75,7,5,0
84,2,3,186
582,2,1,0
56,0,0,15
105,7,3,0
350,7,2,0
643,7,6,11
121,0,4,17
571,1,7,110
194,5,1,0
496,7,7,14
112,2,1,0
0,5,0,0
93,0,4,83
462,2,4,27
362,3,2,17
426,2,3,55
186,0,4,7
79,0,5,0
655,2,1,0
717,7,4,22
409,0,1,19
728,5,4,191
582,4,3,281
213,0,5,109
730,1,1,0
548,5,7,209
482,7,6,14
2,4,2,0
693,4,7,41
556,3,3,42
226,6,4,0
650,4,3,141
253,5,6,0
180,3,3,12
663,2,4,337
516,5,2,0
555,2,5,158
359,5,1,0
308,5,1,0
728,6,1,0
343,6,3,17
694,4,5,95
640,5,0,0
684,4,5,33
197,0,6,0
563,0,6,0
462,6,0,0
355,6,4,6
468,5,4,8
121,5,5,35
716,3,2,13
646,6,2,0
213,0,0,36
441,4,4,0
248,4,4,0
418,2,7,0
668,2,3,192
540,2,5,71
312,4,5,160
332,3,7,6
403,0,2,11
481,2,2,8
631,1,2,19
592,0,7,247
211,0,4,53
498,2,4,117
334,6,7,71
503,1,7,203
395,3,1,11
431,5,6,282
643,6,4,0
584,7,3,17
203,3,4,45
161,0,0,4
413,4,6,70
463,0,2,0
256,4,7,44
189,1,5,38
36,6,4,18
210,3,0,8
383,1,3,92
84,1,4,117
280,3,5,52
270,4,4,9
381,7,0,0
622,1,2,57
53,6,3,0
462,0,2,8
40,4,4,68
403,4,5,89
442,3,5,13
617,5,6,36
586,2,3,27
274,1,3,9
429,0,4,55
705,4,2,0
563,2,3,0
494,6,4,0
299,0,5,0
669,6,5,0
12,4,3,11
427,4,5,106
342,4,2,0
643,4,3,205
276,2,0,0
307,4,7,34
277,2,0,0
606,1,1,11
670,6,3,63
113,1,3,54
513,3,5,0
477,7,1,0
698,7,5,0
536,2,3,0
481,7,6,8
523,6,0,0
403,0,4,37
279,4,1,9
415,1,3,19
250,3,5,9
382,1,3,96
726,0,3,826
43,3,3,40
424,6,4,7
412,3,7,43
147,3,5,30
440,6,7,20
42,5,3,6
163,7,7,18
613,0,0,0
700,0,5,864
479,7,4,8
622,4,2,0
520,1,3,143
276,7,7,0
351,7,7,0
587,2,5,27
530,0,0,9
420,5,0,0
159,0,1,4
219,7,4,0
583,6,5,17
323,4,7,0
25,0,0,3
462,5,5,0
358,0,7,270
483,1,3,123
408,3,3,125
585,7,5,0
114,4,7,10
595,1,7,78
78,3,7,0
374,0,3,159
115,0,5,29
96,7,2,0
671,0,5,988
515,2,6,9
592,5,6,71
515,5,6,0
241,3,0,0
55,5,7,6
124,4,4,4
236,5,5,64
548,7,5,25
27,5,3,0
576,3,4,159
536,4,2,0
691,4,0,0
641,4,3,30
355,5,0,0
151,3,4,0
653,5,5,71
727,7,0,0
357,5,3,10
340,1,2,64
322,5,0,0
438,7,5,0
625,2,1,0
515,0,0,9
510,3,4,0
303,3,5,34
521,2,5,176
212,6,7,8
527,7,7,15
722,2,0,36
702,0,5,506
183,6,0,0
400,6,0,0
316,6,3,0
435,7,0,0
346,5,7,0
605,0,6,82
662,5,2,12
674,0,6,300
46,3,7,6
306,1,1,0
416,0,6,7
83,6,7,26
365,7,7,0
648,3,1,82
524,1,2,67
509,6,7,0
276,0,6,9
438,3,3,13
376,1,6,85
517,0,2,38
574,3,3,100
376,1,5,159
53,5,0,0
365,6,3,7
562,5,6,0
40,5,7,138
86,3,4,91
89,0,6,199
452,5,7,20
521,0,0,15
637,6,4,0
359,5,6,195
498,3,0,14
529,7,5,15
428,2,2,55
262,4,2,0
212,5,3,12
46,7,0,0
271,0,2,0
631,1,0,0
723,1,6,1983
288,5,4,0
589,4,4,44
232,6,6,16
387,1,3,156
64,6,6,19
713,1,0,0
173,6,5,0
70,0,1,9
145,5,0,0
446,6,3,0
692,4,1,0
730,6,5,14
18,7,5,33
538,5,2,0
151,6,7,4
670,4,5,318
150,0,0,0
76,3,6,4
249,3,1,0
580,4,1,27
573,5,3,52
649,7,0,0
373,4,7,28
373,0,7,234
390,2,2,41
131,7,4,0
668,6,0,0
372,2,0,0
106,3,4,17
653,1,3,63
475,4,1,0
484,0,5,72
509,6,5,15
705,1,1,13
180,6,5,7
468,5,3,8
166,2,3,128
2,0,0,0
685,6,0,0
664,5,5,153
680,2,2,0
304,0,3,157
460,3,5,125
617,2,5,139
700,4,7,147
587,2,1,0
495,6,5,22
98,5,3,4
656,5,1,0
226,2,3,8
459,2,0,0
172,0,7,24
628,6,6,11
730,2,2,14
631,5,6,11
279,5,7,18
434,2,1,0
267,4,4,38
48,1,2,34
614,5,4,18
571,7,0,0
545,3,0,0
310,7,7,55
595,2,7,105
538,1,7,9
427,4,4,82
103,3,1,0
436,4,5,66
602,0,0,0
174,0,1,0
383,7,5,7
517,0,3,61
561,2,5,10
711,7,2,0
725,5,2,14
324,0,0,6
565,4,4,142
458,3,0,0
653,2,5,39
399,1,0,7
663,4,7,204
612,0,2,0
365,7,3,0
344,4,5,0
14,0,6,99
652,2,1,12
518,6,4,67
493,4,7,36
693,2,4,300
651,5,3,20
697,1,0,0
3,0,4,0
179,3,5,7
111,2,1,70
436,5,4,53
544,6,7,31
601,3,4,82
730,2,0,0
686,7,5,0
551,2,3,89
652,6,0,0
303,2,0,0
344,6,5,0
672,5,7,12
632,0,4,0
337,5,0,0
132,1,2,42
724,4,1,95
22,0,0,3
248,0,4,5
542,1,3,120
528,2,5,430
316,5,7,20
182,7,7,0
86,2,2,44
655,3,4,39
605,1,0,11
229,4,7,5
637,3,5,30
616,1,4,64
268,5,2,14
194,6,0,0
681,6,2,0
636,4,4,11
73,7,5,4
672,6,4,33
4,3,5,0
238,4,3,16
445,5,1,0
344,4,3,21
669,7,7,39
15,4,7,51
461,4,5,34
302,6,7,25
8,6,6,0
577,4,4,159
34,7,5,6
51,1,7,3
3,4,1,3
179,0,5,19
252,6,1,0
262,6,5,14
302,4,6,68
452,2,6,40
693,1,4,95
290,4,7,0
388,1,2,37
646,7,2,0
276,0,0,0
241,6,5,22
192,2,2,5
317,3,5,32
32,5,3,3
723,5,4,59
87,1,3,168
25,3,4,32
718,6,3,22
347,7,0,0
669,7,4,0
127,6,3,0
151,5,1,0
457,4,2,0
426,2,0,0
274,7,6,79
499,2,1,0
359,0,3,129
107,7,2,0
349,4,1,6
503,1,6,607
107,6,4,4
711,0,3,0
130,5,0,0
510,6,1,0
11,6,3,3
221,6,4,0
509,6,0,0
323,2,5,0
473,1,7,56
612,6,2,0
245,0,2,5
614,5,6,36
173,7,7,4
579,1,6,54
287,4,4,52
360,1,2,68
406,5,5,96
398,3,2,7
162,4,3,14
30,4,1,0
10,7,7,8
93,2,1,4
278,1,2,18
355,5,7,17
287,4,6,23
539,5,6,65
444,6,3,0
533,0,3,55
33,5,4,49
414,1,5,12
149,6,4,0
46,7,7,0
377,0,4,74
156,7,1,0
230,2,0,0
314,7,3,0
322,6,5,32
176,4,2,0
626,1,6,60
318,7,2,0
614,1,7,36
301,4,2,0
300,7,5,0
291,7,2,0
545,3,5,190
235,6,5,13
93,2,6,117
387,0,2,41
94,0,3,57
641,3,6,67
708,7,4,0
166,4,5,480
501,0,2,117
285,5,0,0
368,5,7,0
506,7,1,0
509,0,6,67
274,0,2,9
198,1,6,5
453,5,6,45
450,1,1,13
591,0,2,61
609,5,2,0
216,4,4,8
274,5,2,0
455,6,7,13
217,6,1,0
334,2,2,32
422,4,4,63
516,3,0,0
336,2,1,0
118,1,6,29
555,2,6,184
528,0,2,55
81,4,1,16
560,2,2,0
710,2,3,13
464,6,0,0
720,6,7,36
607,5,7,11
207,6,2,0
450,7,4,13
524,2,5,161
341,4,6,17
217,6,7,0
233,2,4,21
92,1,6,114
552,2,0,0
727,6,6,0
676,4,1,12
277,0,2,0
79,1,0,0
407,4,4,60
454,5,3,25
382,7,0,0
54,5,7,0
81,3,6,146
506,7,0,0
448,2,1,8
323,1,4,0
37,7,1,0
139,7,1,0
85,6,6,6
139,4,4,21
382,0,5,397
146,4,4,11
563,3,0,0
132,5,5,42
241,7,5,31
472,6,2,34
241,2,7,58
92,0,0,6
143,6,2,7
663,1,1,12
633,0,0,11
474,3,7,34
275,3,5,18
498,0,1,14
542,0,5,55
640,4,7,60
235,2,0,0
632,7,0,0
270,0,0,5
571,4,2,0
672,1,7,128
498,6,2,0
557,7,4,10
164,0,7,791
449,1,2,66
436,4,6,33
413,2,1,7
204,0,3,53
238,4,6,47
199,7,0,0
205,2,0,0
496,0,6,137
552,7,3,0
112,5,7,27
11,4,4,44
678,6,3,0
569,5,7,58
12,5,7,65
632,2,0,0
720,2,4,272
206,5,2,0
69,0,7,472
29,2,7,6
290,2,6,0
629,1,6,127
136,3,3,59
573,5,6,419
681,6,3,33
493,6,3,0
560,2,3,0
544,4,0,0
465,2,2,0
248,1,5,0
380,4,5,28
483,4,1,8
394,1,6,0
203,4,5,25
703,2,4,112
130,6,4,7
232,2,1,29
642,5,0,0
232,5,0,0
432,1,3,184
412,6,0,0
616,5,5,64
527,2,0,0
261,4,5,116
445,2,2,20
475,2,3,103
641,0,6,60
105,1,0,0
338,7,4,0
466,3,5,8
54,6,7,0
205,7,2,0
343,5,2,0
490,7,3,0
282,5,3,5
669,5,3,20
650,2,3,141
361,7,0,0
365,0,3,63
559,1,5,0
38,4,7,92
30,0,3,0
40,7,5,9
376,4,5,57
68,6,4,39
275,3,0,0
643,5,4,37
140,3,2,11
287,5,4,14
503,7,5,0
502,5,4,45
37,6,6,57
629,7,5,11
209,5,7,157
666,3,0,0
116,1,1,0
579,0,3,78
495,0,0,0
262,5,1,9
701,3,4,238
562,1,5,0
601,0,4,110
562,1,3,0
66,3,4,171
579,3,2,10
135,0,7,146
462,7,7,0
509,5,4,29
253,2,3,22
632,5,5,0
242,2,1,5
364,7,1,0
469,1,4,77
165,2,6,1477
238,6,5,26
607,7,1,0
565,2,2,126
393,1,0,0
480,0,3,159
183,0,3,38
110,5,0,0
145,2,1,0
718,3,0,13
232,2,2,26
59,4,6,21
141,6,6,7
450,0,1,0
6,0,2,0
510,2,4,0
168,3,6,177
587,7,3,0
295,7,6,0
239,6,0,0
55,0,7,0
626,3,4,175
76,7,6,0
536,0,2,0
489,0,5,0
128,2,6,17
418,3,5,7
87,0,4,83
386,7,2,0
621,3,3,139
226,5,7,0
424,4,4,31
308,0,6,132
41,1,3,178
45,6,2,14
649,5,2,0
568,6,0,0
581,2,5,115
314,4,3,135
650,2,0,0
682,2,4,21
528,1,7,184
80,1,2,16
686,0,6,0
731,3,1,82
412,7,0,0
329,3,7,20
281,3,3,14
697,5,5,125
722,0,2,118
127,1,3,0
98,4,1,0
329,4,0,0
623,1,5,167
210,4,6,287
246,2,1,0
568,6,3,10
692,0,2,0
496,6,7,189
30,6,0,0
541,4,7,31
398,5,0,0
153,4,1,14
201,6,6,0
71,4,4,30
539,2,5,0
652,4,7,12
283,1,4,18
588,2,3,44
307,5,3,9
236,7,2,0
465,1,1,0
720,6,0,0
365,0,7,35
675,6,7,41
51,6,2,0
576,2,2,44
181,7,4,12
178,1,2,0
269,2,5,18
347,6,3,0
305,6,0,0
123,6,2,11
718,1,4,91
434,6,4,8
251,1,0,0
567,7,4,0
688,4,5,107
1,1,7,3
392,5,4,7
216,1,1,5
